DEV001,SND001,0.0,11/10/2020 10:54:51 AM
DEV001,SND002,0.0,11/10/2020 10:54:51 AM
DEV001,SND014,0.0,11/10/2020 10:54:51 AM
DEV001,SND006,0.0,11/10/2020 10:54:52 AM
DEV001,SND004,0.0,11/10/2020 10:54:52 AM
DEV001,SND005,0.0,11/10/2020 10:54:52 AM
DEV001,SND015,0.0,11/10/2020 10:54:52 AM
DEV001,SND007,195.1301,11/10/2020 10:54:52 AM
DEV001,SND010,0,11/10/2020 10:54:53 AM
DEV001,SND011,0,11/10/2020 10:54:53 AM
DEV001,SND012,52.5,11/10/2020 10:54:53 AM
DEV001,SND013,0.113883,11/10/2020 10:54:53 AM
DEV001,SND009,0,11/10/2020 10:54:54 AM
DEV001,SND008,8,11/10/2020 10:54:54 AM
DEV001,SND003,0.0,11/10/2020 10:54:55 AM
DEV001,SND011,0,11/10/2020 10:54:13 AM
DEV001,SND001,0.0,11/10/2020 10:54:55 AM
DEV001,SND004,0.0,11/10/2020 10:54:29 AM
DEV001,SND003,0.0,11/10/2020 10:54:38 AM
DEV001,SND006,0.0,11/10/2020 10:54:55 AM
DEV001,SND005,0.0,11/10/2020 10:54:56 AM
DEV001,SND015,0.0,11/10/2020 10:54:56 AM
DEV001,SND007,192.4102,11/10/2020 10:54:56 AM
